common_name,contract_area,height_in_metres,spread_in_metres,maturity,physiological_condition,carbon_storage_in_kilograms,pollution_removal_per_year_in_grams
London plane,Housing,10,9,Mature,Fair,364.5,313.8
Tamarisk,Parks,5,3,Juvenile,Fair,3.7,21.9
Ash - Manna,Highways,6,3,Juvenile,Good,21.7,23.6
Maidenhair tree,Education,12,3,Middle aged,Good,86.1,24.2
Lime - Small-leaved,Education,5,4,Juvenile,Good,240.4,86.7
London plane,Highways,16,9,Mature,Good,806.8,340.3
Horse Chestnut,Highways,12,11,Mature,Fair,975,422.2
Maple - Field,Education,7,1.5,Middle aged,Good,29.5,8.2
Birch - Silver,Housing,12,5,Mature,Fair,89.7,104.3
London plane,Highways,15,9,Mature,Fair,2481,428
Sweetgum,Highways,3,3,Juvenile,Good,1.4,18.2
London plane,Parks,33,19,Mature,Good,3605.7,1595.7
Alder - Italian,Housing,22,8,Mature,Good,1233.9,223
London plane,Highways,17,8,Middle aged,Good,148.1,389.1
Wier maple,Highways,14,11,Mature,Good,801.4,346
Elder,Education,5,5,Mature,Fair,66.5,55
Lime - Henry's,Highways,3,2,Juvenile,Good,1.1,12.5
Sycamore,Housing,20,9,Mature,Good,639.9,321.9
London plane,Highways,23,13,Mature,Fair,945.1,722.4
Poplar - Lombardy,Parks,22,8,Mature,Fair,3324.8,189.8
Maple - Norway,Highways,13,6,Mature,Good,338.8,215.2
Oak - Sessile,Housing,3,1.5,Juvenile,Good,1.3,5.3
London plane,Highways,15,14,Mature,Fair,2689.7,456
June Berry,Highways,7,5,Middle aged,Good,16.5,23.1
Tree of Heaven,Housing,15,11,Mature,Good,580,361.3
Plum,Parks,7,6,Middle aged,Good,198.5,88.5
Sycamore - Brillianissiumum,Highways,2,1,Juvenile,Good,1.8,3.7
False Acacia,Housing,14,9,Middle aged,Fair,636.1,307.2
Birch - Silver,Education,9,3,Middle aged,Fair,33.1,29.6
Apple - Crab,Highways,4,0,Juvenile,Good,2.4,40.1
False Acacia,Highways,17,9,Mature,Good,920.2,261.6
Lime - Common,Parks,3,1,Juvenile,Good,1.8,4.5
Lime - Caucasian,Housing,5,3,Middle aged,Good,9.1,31.7
London plane,Highways,22,14,Mature,Good,1326.3,823.5
Sycamore,Housing,16,8,Middle aged,Good,169.8,238
Whitebeam - Swedish,Highways,7,4,Middle aged,Good,226.8,44.5
London plane,Highways,16,11,Mature,Good,806.8,490.8
Poplar - Lombardy,Education,24,5,Mature,Fair,1813.7,74.2
Holly,Parks,7,4,Middle aged,Good,47.7,39.3
Ash,Housing,15,5,Middle aged,Good,145.4,140.5
Lime - Common,Housing,18,11,Mature,Good,509.5,483.5
Ash - One-leaved,Highways,8,5,Mature,Fair,252.8,73.4
Tamarisk,Housing,7,5,Mature,Good,105,60.8
Pear,Education,6,3,Juvenile,Good,5.3,16.6
Holly,Parks,8,4,Middle aged,Good,32.8,63
Lime - Caucasian,Highways,10,4,Mature,Good,142.1,74.4
Maple - Field,Housing,12,8,Mature,Good,229.8,263
Yew - common,Corporate Landlord,8,6,Juvenile,Good,64,155.2
Lime - Common,Housing,16,11,Mature,Fair,351.7,470.2
Lime - Caucasian,Housing,13,12,Mature,Good,406.9,450.2
Apple - Crab,Parks,6,2,Middle aged,Good,3.9,3.8
Sycamore - Purple Leaved,Highways,16,11,Mature,Good,432.5,407.9
Holly,Parks,4,0,Middle aged,Fair,36.1,57.8
Plum,Housing,7,6,Middle aged,Fair,1215.4,88.5
London plane,Parks,26,15,Mature,Good,2373.3,961.8
Hawthorn - Common,Parks,7,5,Mature,Poor,183.3,136.3
London plane,Highways,17,9,Mature,Good,497.3,428
Cotoneaster,Housing,4,4,Mature,Good,83.7,29.5
"Cherry - Wild, Gean",Housing,9,8,Mature,Good,643.9,196.6
Sycamore,Parks,14,8,Middle aged,Good,61.6,336.9
Lime - Common,Parks,24,8,Mature,Fair,783.1,288.4
London plane,Highways,21,12,Mature,Good,690.3,453
Maple - Field,Highways,2,2,Middle aged,Good,4.4,3.7
Japanese zelkova,Highways,3,2,Juvenile,Good,2.4,8.5
"Rowan, Mountain Ash",Parks,7,6,Mature,Good,277.5,88.5
Elm - Wych,Highways,8,9,Mature,Good,143.1,247
Birch - Silver,Housing,11,2,Mature,Good,79.5,11.8
Whitebeam - Swedish,Highways,6,6,Mature,Poor,257.5,81
Hawthorn - Common,Housing,7,3,Middle aged,Fair,46.1,30.9
Laurel - Cherry,Housing,5,6,Mature,Good,73.3,81
London plane,Highways,22,9,Mature,Fair,1906,381.7
Birch - Cut-leaved,Education,9,2,Middle aged,Good,11.2,11.8
Golden Rain Tree,Highways,3,2,Juvenile,Good,1.4,8.9
Horse Chestnut,Housing,23,10,Mature,Good,680.4,341.4
London plane,Education,13,6,Mature,Fair,545.7,221.1
"Cherry - Wild, Gean",Housing,15,9,Mature,Good,548.3,327.2
Paper birch,Highways,5,3,Middle aged,Good,13.5,23.6
Cherry,Parks,7,5,Middle aged,Good,62.1,67.7
Horse Chestnut,Parks,19,12,Mature,Fair,2727.8,570.1
Maple - Field,Highways,2,1,Juvenile,Dead,4.4,3.7
London plane,Highways,17,9,Mature,Fair,2364.7,352.1
London plane,Highways,17,10,Mature,Good,3809.7,420.2
London plane,Housing,16,7,Middle aged,Good,149.2,225.5
Apple - Crab,Housing,4,3,Juvenile,Good,3.7,23.7
Lime - Common,Highways,16,5,Middle aged,Fair,625.5,112.6
Lime - Common,Housing,13,8,Middle aged,Good,226.5,297.6
Ash - Narrow-leafed,Highways,16,9,Mature,Good,302.1,240.3
Sycamore,Housing,15,10,Over Mature,Fair,432.5,395
London plane,Highways,15,8,Mature,Fair,1972.4,389.1
"Oak - Evergreen, Holm",Corporate Landlord,3,3,Juvenile,Good,213.5,278.9
Wier maple,Highways,9,3,Mature,Fair,277.5,31.1
Ash,Highways,14,14,Mature,Fair,507.3,392.9
Lime - Caucasian,Highways,8,6,Middle aged,Good,52.6,122.3
Cherry - Rosebud,Highways,4,2,Juvenile,Good,1.6,3.5
"Rowan, Mountain Ash",Housing,6,4,Mature,Poor,138,35.1
Lime - Caucasian,Housing,10,4,Middle aged,Good,131.8,74.4
London plane,Highways,21,20,Mature,Good,2078.3,1534.9
Holly,Parks,8,4,Mature,Good,32.8,63
London plane,Housing,16,12,Mature,Fair,1074.4,578.8
Alder - Italian,Highways,22,7,Mature,Fair,865.8,170.7
London plane,Highways,24,15,Mature,Good,4544.5,929
Maple - Norway,Highways,12,7,Mature,Fair,315.1,242.2
Apple,Housing,2,0.5,Juvenile,Good,0.7,1
London plane,Highways,16,10,Mature,Good,612.4,412.9
London plane,Highways,22,13,Mature,Good,1320.9,710.1
London plane,Parks,34,21,Mature,Fair,4177.9,1885.1
London plane,Parks,26,11,Mature,Fair,1183.1,902.1
"Cherry - Wild, Gean",Housing,6,3,Juvenile,Good,39.8,29.3
Tree of Heaven,Housing,11,9,Middle aged,Good,324.5,256.4
Hornbeam,Housing,14,8,Mature,Good,521.2,272.7
Laurel - Portugese,Parks,3,6,Middle aged,Good,184.4,69
Wier maple,Highways,16,12,Mature,Good,1064.4,426.5
Maple - Norway,Housing,12,7,Middle aged,Good,229.8,242.2
Whitebeam - Swedish,Housing,6,4,Mature,Fair,114.7,35.1
Cherry - Mop Top,Highways,3,1,Middle aged,Good,14.8,3.5
Ash,Housing,20,15,Mature,Good,1134.8,739.6
Lime - Common,Housing,14,6,Middle aged,Good,200.1,244
"Cherry - Wild, Gean",Housing,13,10,Mature,Good,518.4,320.1
Ash,Parks,16,4,Middle aged,Fair,115.9,61.3
London plane,Highways,19,10,Mature,Good,2727.8,434.7
June berry,Highways,4,2,Middle aged,Good,5.4,8.6
Birch - Silver,Housing,14,10,Middle aged,Good,252.8,296.6
Tree of Heaven,Highways,15,7,Middle aged,Good,133.4,68
Lime - Small-leaved,Highways,14,8,Mature,Good,554.2,347.7
London plane,Parks,22,20,Mature,Good,4662.4,1578.6
Hornbeam,Education,11,8,Mature,Fair,2247.6,133.2
Olive,Housing,4,2,Juvenile,Fair,12.9,11.6
London plane,Housing,21,11,Mature,Good,3280.9,526
Hornbeam,Highways,10,4,Mature,Fair,212.2,50.8
Lime - Common,Highways,14,8,Middle aged,Good,142.1,347.7
London plane,Parks,22,12,Mature,Fair,1627.2,626
Cherry - Bird,Housing,7,5,Middle aged,Fair,80.3,60.8
Plum,Housing,5,4,Middle aged,Good,39.8,41.8
Cherry - Double white,Highways,4,1,Juvenile,Good,8.6,3.5
Plum,Housing,4,3,Mature,Poor,46.6,18.3
Cherry - Mop Top,Housing,3,1,Juvenile,Good,0.8,3.5
Hawthorn - Common,Housing,7,3,Middle aged,Good,20.2,36.2
Hawthorn - Red,Housing,4,2,Juvenile,Good,1.4,11.8
London plane,Housing,20,8,Mature,Good,2737.2,301.6
Lime - Common,Parks,10,5,Mature,Good,554.2,85.3
Maple - Silver,Highways,18,13,Mature,Fair,763.6,494.4
Elm - Wych,Parks,7,6,Middle aged,Good,34.4,110.6
Maple - Norway,Highways,12,6,Middle aged,Fair,437.5,190.5
Holly,Parks,9,4,Middle aged,Good,23.8,63
June Berry,Highways,4,2,Juvenile,Good,5.4,8.6
Lime - Caucasian,Housing,5,3,Middle aged,Good,3.9,31.7
Apple,Highways,8,3,Mature,Good,29.5,34.4
London plane,Highways,17,9,Mature,Good,1928.5,499.6
Birch - Silver,Parks,8,6,Mature,Good,124.5,91
Hazel - Turkish,Housing,17,8,Mature,Good,380,213.7
Lime - Common,Parks,23,9,Mature,Fair,755.4,365
Hawthorn - Red,Highways,6,4,Middle aged,Good,29.1,55.3
Maple - Caucasian,Housing,11,9,Mature,Good,453.8,289.8
Lime - Common,Parks,3,3,Mature,Fair,14.1,25.7
Maple - Crimson King Norway,Housing,2,2,Juvenile,Poor,8.4,10.8
Plum,Housing,9,6,Mature,Fair,823.7,107.4
Whitebeam,Highways,6,4,Mature,Fair,275.5,35.1
London plane,Housing,22,10,Middle aged,Good,661.8,460.3
Laurel - Cherry,Housing,7,4,Middle aged,Fair,29.8,54.5
London plane,Highways,10,6,Mature,Fair,404.7,125.5
London plane,Education,25,17,Mature,Good,3163.3,1193.2
Birch - Silver,Highways,13,3,Middle aged,Good,39.2,29.6
Sycamore,Highways,12,7,Middle aged,Fair,134.9,215.8
Honey Locust,Housing,9,5,Middle aged,Good,129.3,35.5
London plane,Housing,18,10,Mature,Good,729,427.5
Lime - Common,Housing,19,15,Mature,Good,869.7,858
London plane,Highways,22,10,Mature,Good,1228.8,453
Rowan,Highways,10,6,Mature,Poor,433.5,119.3
Ash,Housing,16,9,Mature,Fair,412.7,278.1
Yew - Irish,Parks,4,1,Middle aged,Good,0.9,5.6
Alder - Italian,Highways,14,6,Mature,Good,567.7,214.9
Maple - Field,Parks,6,4,Middle aged,Good,16.2,33.1
London plane,Highways,14,12,Mature,Fair,799,466.2
Lime - Common,Parks,21,12,Mature,Fair,701.8,585.9
Alder - Italian,Parks,16,4,Mature,Fair,176.5,55.7
Elder,Housing,6,4,Mature,Good,93.9,35.1
Horse Chestnut,Housing,10,6,Middle aged,Good,279.5,122.3
Birch - Weeping silver,Highways,7,2,Juvenile,Good,4.2,11.8
Maple - Norway,Parks,11,9,Mature,Good,310.4,324.4
Birch - Silver,Housing,17,12,Mature,Fair,386,416.6
Hawthorn - Common,Housing,4,2,Middle aged,Fair,15.7,13.2
Hawthorn - Common,Housing,3,4,Middle aged,Good,7.2,37.6
Maple - Field,Highways,7,5,Mature,Fair,241.2,68.3
Plum,Highways,6,6,Mature,Fair,518.4,185.6
Ash,Housing,17,12,Mature,Good,417.9,478.6
Cherry,Highways,6,4,Middle aged,Good,39.8,47.5
Lime - Common,Housing,12,7,Mature,Good,509.5,442.7
Lime - Common,Parks,21,10,Mature,Fair,650.3,450.6
Serviceberry,Highways,5,5,Middle aged,Fair,39,41.3
Maple - Norway,Highways,10,4,Middle aged,Fair,37.4,86.7
Maple - Norway,Highways,8,5,Mature,Fair,479.4,85.3
London plane,Highways,20,10,Mature,Good,3515.8,442
London plane,Highways,16,12,Middle aged,Good,473.9,578.8
Red Robin,Housing,2.5,2,Middle aged,Fair,4,9.2
Sycamore,Parks,17,8,Mature,Good,826.9,247.3
London plane,Highways,20,9,Mature,Good,655.5,372.8
London plane,Highways,24,10,Mature,Good,1362.9,442
Rowan - Scarlet,Highways,7,4,Middle aged,Fair,20.2,54.5
Plum,Housing,8,4,Middle aged,Good,152.1,44.5
Sycamore,Highways,17,5,Mature,Fair,197.1,101.2
Yew - common,Parks,7,6,Middle aged,Good,43.5,141.7
London plane,Parks,13,12,Middle aged,Good,187.3,461.8
London plane,Highways,17,16,Mature,Fair,2854.3,982.3
Maple - Norway,Highways,9,5,Middle aged,Good,204,96.1
Paper birch,Highways,8,6,Mature,Good,102.3,91
Poplar - Lombardy,Housing,25,8,Mature,Good,989.9,189.8
Paper birch,Highways,11,5,Middle aged,Good,80.1,29.6
London plane,Highways,20,10,Mature,Fair,1223.7,442
"Rowan, Mountain Ash",Highways,7,5,Middle aged,Fair,24.4,80.8
Lime - Small-leaved,Education,9,6,Mature,Fair,152.7,135.6
Lime - Common,Parks,23,10,Mature,Fair,301,450.6
Sycamore,Housing,12,7,Middle aged,Fair,262.2,215.8
Apple - Crab,Housing,9,5,Middle aged,Good,96.6,82.5
Horse Chestnut,Parks,24,14,Mature,Good,2847.9,797.4
Cherry,Parks,13,7,Mature,Good,166.8,132.7
Sycamore,Parks,12,7,Mature,Fair,296.9,215.8
Holly,Parks,5,3,Middle aged,Good,34.1,12.6
London plane,Highways,16,10,Mature,Fair,2101.1,412.9
Maple - Norway,Housing,15,11,Mature,Good,604.5,456.3
Lime - Common,Highways,16,7,Mature,Fair,1126.4,215.4
Plum,Parks,6,6,Middle aged,Fair,125.2,81
London plane,Housing,13,8,Mature,Good,663.5,328.5
Oak - Patagonian,Parks,12,8,Mature,Good,287,232.1
London plane,Housing,27,16,Over Mature,Good,5695.6,1094.3
"Oak - Evergreen, Holm",Parks,13,14,Over Mature,Fair,3755.9,300.1
London plane,Highways,10,6,Mature,Fair,708.7,125.5
London plane,Housing,24,13,Mature,Good,3075.1,734.7
Holly,Parks,10,4,Middle aged,Good,186.4,58.5
Sycamore,Housing,14,11,Mature,Fair,624.2,397.5
Whitebeam,Highways,7,4,Mature,Good,150.6,35.1
Maple - Norway,Housing,15,9,Mature,Fair,526.9,416.8
Ash,Highways,15,7,Mature,Fair,407.5,282
Cotoneaster,Highways,6,4,Mature,Good,14.4,47.5
Hornbeam,Highways,11,8,Mature,Good,184.6,214.9
Ash,Housing,15,9,Mature,Fair,387.9,356.1
Horse Chestnut,Highways,12,6,Mature,Fair,310.2,244
"Birch - Downy, Hairy",Housing,2,1,Juvenile,Dead,1.5,3
London plane,Highways,23,17,Mature,Fair,2078.3,1161.6
False Acacia,Housing,14,6,Middle aged,Fair,310.2,190.5
Hornbeam,Highways,10,3,Middle aged,Good,107.8,31.7
Whitebeam - Swedish,Highways,7,5,Middle aged,Good,115.7,60.8
Cherry - Ornamental,Highways,5,3,Juvenile,Good,2.7,3.5
Lime - Common,Housing,18,10,Mature,Fair,899.7,399.6
"Cherry - Wild, Gean",Corporate Landlord,16,10,Mature,Good,313.9,320.1
"Cherry - Wild, Gean",Housing,13,9,Mature,Good,461.6,242.2
Maple - Variegated Norway,Highways,8,5,Middle aged,Good,186.4,76.3
Wier maple,Housing,21,12,Mature,Good,975.1,447.5
Birch - Silver,Highways,17,7,Mature,Good,438,161.4
Maple - Field,Highways,4,1.5,Juvenile,Good,2,7.5
Maple - Field,Highways,10,5,Mature,Fair,64,110.9
Ash,Education,12,9,Mature,Good,232.1,334.1
Maple - Field,Highways,8,5,Middle aged,Fair,30.3,103.8
Maple - Norway,Housing,3,1,Juvenile,Fair,14.4,4.5
Lime - Large-leaved,Housing,3,1,Juvenile,Good,0.5,41.4
"Cherry - Wild, Gean",Housing,7,6,Middle aged,Fair,292.5,88.5
Apple,Housing,8,8,Mature,Fair,140.3,187.6
London plane,Housing,16,9,Mature,Good,916,340.3
Gum - Snow,Housing,22,14,Mature,Fair,1554.2,611.5
Whitebeam,Highways,12,9,Mature,Fair,201,271.9
Sycamore,Housing,15,9,Mature,Good,526.9,371.2
Sycamore,Parks,11,6,Middle aged,Good,121.3,151
Lime - Common,Parks,21,13,Mature,Good,728.3,675.2
London plane,Housing,10,8,Middle aged,Fair,593.2,258.9
London plane,Parks,16,18,Mature,Good,1589.2,1125.1
London plane,Housing,15,7,Mature,Good,580,340.3
London plane,Highways,21,13,Mature,Fair,2267.3,710.1
Ash,Highways,11,8,Middle aged,Good,169.6,233.5
Sycamore - Brillianissiumum,Housing,14,4,Middle aged,Good,92.8,77.2
London plane,Housing,17,10,Mature,Fair,426.7,420.2
Privet - Wild,Parks,5,6,Mature,Fair,41.9,81
"Cherry - Wild, Gean",Housing,5,4,Middle aged,Good,8.6,41.8
Maple - Purple Norway,Housing,11,8,Mature,Fair,275,272.4
Apple,Parks,4,3,Juvenile,Fair,3.7,23.7
Birch - Silver,Education,7,3,Juvenile,Good,22.7,23.6
"Rowan, Mountain Ash",Highways,6,1,Juvenile,Good,1.5,3.5
Alder - Green,Highways,18,6,Mature,Good,260.3,125.4
"Rowan, Mountain Ash",Housing,6,4,Middle aged,Good,39.5,39.3
Maple - Caucasian,Highways,10,6,Middle aged,Fair,193.2,135
Lime - Common,Housing,15,10,Mature,Good,240.4,442.7
London plane,Highways,17,9,Mature,Fair,1757.4,352.1
Willow - Goat,Housing,5,4,Mature,Good,33.4,41
Lime - Caucasian,Highways,11,4,Middle aged,Fair,41.6,40.2
Pear,Highways,8,6,Mature,Fair,195.3,82.8
Mountain-ash,Highways,3,2,Juvenile,Good,2.4,9.9
Hawthorn - European,Highways,6,3,Mature,Fair,192.3,20.9
Cypress - Lawson,Housing,14,7,Mature,Fair,126.3,301.1
Whitebeam - Swedish,Highways,6,4,Middle aged,Good,84.5,35.1
Holly,Parks,8,6,Middle aged,Fair,145.5,97.2
"Cherry - Wild, Gean",Highways,5,2,Middle aged,Fair,4.3,3.5
London plane,Housing,10,7,Middle aged,Fair,458.1,205
Plum,Housing,5,3,Middle aged,Fair,18.7,25.2
"Cherry - Wild, Gean",Housing,13,7,Middle aged,Fair,152.1,210.2
"Cherry - Wild, Gean",Housing,9,5,Middle aged,Good,101.3,76
Pear - Chanticclere,Housing,6,2,Middle aged,Fair,16.2,10.7
Cherry,Highways,4,2,Middle aged,Good,6.2,11.6
London plane,Highways,10,5,Middle aged,Fair,87.7,111.9
Birch - Himalayan,Highways,7,5,Middle aged,Good,79.5,63.4
Ash,Housing,13,11,Middle aged,Fair,254.3,252.4
London plane,Highways,20,14,Middle aged,Fair,245.6,794.9
London plane,Highways,21,9,Mature,Good,882.8,352.1
Cherry - Bird,Housing,10,5,Middle aged,Good,80.3,67.7
Lime - Silver,Housing,16,8,Mature,Good,351.7,265
Hornbeam,Highways,7,4,Middle aged,Good,24.4,54.5
Cypress - Lawson,Parks,7,2,Middle aged,Good,30.4,20
Ash - Manna,Highways,16,9,Middle aged,Fair,114,305.2
Rowan,Highways,5,2,Middle aged,Fair,2.5,12.6
London plane,Highways,16,5,Middle aged,Fair,257,117.8
Ash - Narrow-leafed,Housing,15,10,Mature,Good,168.7,325.9
London plane,Highways,17,10,Mature,Good,924.4,427.5
Hawthorn - Red,Housing,2,1,Juvenile,Good,1.4,3.3
Whitebeam,Housing,9,6,Middle aged,Fair,154.3,107.4
Ash - Narrow-leafed,Education,18,15,Mature,Fair,736.2,626.4
Cherry - Rosebud,Housing,5,3,Juvenile,Fair,14.8,25.2
London plane,Highways,23,11,Middle aged,Fair,232.7,548.1
Cherry,Highways,7,6,Mature,Fair,252.3,88.5
Ash,Highways,17,6,Mature,Fair,397.9,138
Birch - Silver,Housing,13,9,Mature,Good,272.7,269.7
Laurel - Cherry,Parks,10,10,Mature,Good,99.1,283
Ash,Highways,6,4,Middle aged,Good,40.5,25.4
Birch - Silver,Housing,14,5,Mature,Fair,61.4,120
Lime - Henry's,Highways,3,1,Juvenile,Good,1.1,4.5
Hawthorn - Common,Parks,7,5,Middle aged,Good,68.6,86.7
London plane,Highways,10,4,Mature,Good,684.3,76.4
Plum,Housing,4,2,Middle aged,Fair,6.2,11.6
Cherry - Rosebud,Highways,5,3,Juvenile,Good,8.6,25.2
London plane,Parks,16,10,Mature,Fair,2347.4,945
Hawthorn - Cockspur thorn,Highways,7,6,Mature,Good,139.1,89.8
Pear - Chanticclere,Highways,6,2,Middle aged,Good,28.7,10.7
Cherry,Highways,7,3,Middle aged,Good,8.6,29.3
"Cherry - Wild, Gean",Education,5,3,Middle aged,Fair,28.4,25.2
London plane,Housing,21,14,Mature,Good,861.9,809.2
London plane,Highways,15,10,Mature,Good,1358.7,381.6
Maple - Norway,Highways,10,6,Middle aged,Fair,153.6,151.2
Honey Locust,Highways,14,9,Middle aged,Good,396.1,138.9
Sweet Gum,Highways,3,1,Juvenile,Good,1.4,3.3
Holly,Parks,6,4,Middle aged,Good,36.4,47.5
Willow - Goat,Housing,6,6,Mature,Fair,84.5,79.6
Whitebeam - Swedish,Highways,7,5,Middle aged,Fair,209.1,60.8
London plane,Highways,10,9,Mature,Dead,509.7,313.8
Sweet Chestnut,Highways,12,9,Mature,Fair,369,271.9
Apple,Parks,4,3,Middle aged,Good,9.8,23.7
Beech - Common,Housing,5,5,Middle aged,Fair,157.3,39.3
Lime - Caucasian,Parks,14,8,Middle aged,Fair,213,347.7
Ash,Housing,16,11,Mature,Fair,392.9,402.2
Hornbeam,Highways,14,7,Middle aged,Fair,271.9,232.8
London plane,Highways,14,7,Mature,Good,583.2,78.1
Apple - Crab,Highways,3,1,Juvenile,Good,1.4,3.8
Maple - Field,Highways,11,7,Mature,Fair,324.1,178.3
Sycamore,Housing,20,9,Mature,Good,950.9,292.4
Cypress - Lawson,Housing,16,3,Middle aged,Fair,49.5,50.6
Cherry,Highways,3,1,Juvenile,Good,4.3,3.5
Alder - Italian,Housing,6,4,Middle aged,Fair,19.9,47.5
Lime - Common,Housing,14,4,Mature,Fair,142.1,86.7
Birch - Cut-leaved,Parks,12,4,Middle aged,Good,166.4,63.4
Alder - Italian,Housing,14,5,Middle aged,Good,90.7,128.8
Birch - Silver,Housing,16,5,Mature,Good,166.4,120
"Cherry - Wild, Gean",Highways,10,6,Mature,Good,252.3,119.3
Maple - Silver veriegated Norway,Housing,13,6,Mature,Fair,233.5,164.9
Lime - Common,Housing,12,8,Mature,Fair,351.7,294.9
Sycamore,Housing,16,8,Mature,Fair,314.2,238
Cherry - Double pint,Housing,7,3,Juvenile,Good,23.1,31.7
Lime - Common,Highways,16,8,Mature,Good,317.4,265
Hawthorn - Common,Education,6,7,Mature,Fair,471.9,197
Holly,Parks,8,4,Middle aged,Good,73.5,68
Pear - Weeping leaved,Housing,3,4,Mature,Good,73.2,28.6
Lime - Common,Highways,13,6,Mature,Fair,531.6,215.2
London plane,Housing,24,18,Mature,Good,1384.8,1314.1
Alder - Italian,Highways,20,8,Mature,Good,786.9,223
Whitebeam - Swedish,Highways,9,5,Middle aged,Good,362.2,76
Maidenhair tree,Highways,4,2,Juvenile,Good,0.7,8.9
London plane,Housing,15,7,Middle aged,Good,421.9,340.3
Horse Chestnut,Highways,5,2,Middle aged,Good,1.4,14.6
Lime - Common,Parks,16,10,Mature,Good,388,395.9
London plane,Highways,16,7,Mature,Good,1537.4,225.5
Rowan,Housing,3,1,Juvenile,Good,3.7,3.5
Pear,Housing,3,0.5,Middle aged,Fair,0.7,0.7
London plane,Parks,20,10,Mature,Good,3432.8,442
Sycamore,Housing,20,11,Mature,Good,955.2,445.6
Ash - Narrow-leafed,Highways,21,11,Mature,Fair,568,363.3
Pear - Chanticclere,Highways,11,5,Mature,Good,215.3,82.5
London plane,Housing,15,7,Mature,Fair,1069.6,340.3
Whitebeam,Highways,12,6,Mature,Good,216.8,149.5
Whitebeam,Highways,12,6,Mature,Good,515.5,149.5
Ash - Narrow-leafed,Housing,18,10,Mature,Fair,464.9,300.3
Sweet Gum,Highways,7,5,Middle aged,Good,13.7,27.3
Hawthorn - Common,Highways,6,4,Middle aged,Good,33.4,47.5
Lime - Common,Highways,19,10,Mature,Fair,675.8,414.1
Sycamore,Highways,8,6,Middle aged,Fair,114.3,109.5
Horse Chestnut,Housing,6,5,Juvenile,Fair,52.3,76.2
Whitebeam,Housing,7,3,Middle aged,Good,94.8,23.5
"Cherry - Wild, Gean",Housing,11.6,8,Mature,Poor,986.7,225
Fig,Housing,9,8,Mature,Good,320.3,185.6
Cherry,Housing,3,3,Middle aged,Fair,28.1,19.4
Ash - Narrow-leafed,Housing,16,9,Mature,Good,254,240.3
Lime - Common,Highways,15,9,Middle aged,Good,240.4,416.8
Ash,Highways,10,9,Middle aged,Good,261.4,262.7
Pear - Chanticclere,Highways,10,4,Mature,Good,29.8,26.8
Laburnum,Parks,4,3,Juvenile,Good,1.4,3.2
Lime - Common,Highways,20,10,Mature,Fair,840.2,406.8
Maple - Purple Norway,Highways,10,5,Mature,Fair,260.7,265
Ash,Housing,13,6,Mature,Fair,866.9,183.5
Cherry,Housing,7,7,Mature,Fair,101.3,122.4
Apple - Crab,Highways,3,1,Juvenile,Fair,2.4,3.8
Sycamore,Housing,14,3,Middle aged,Fair,69.5,35.8
Whitebeam,Housing,9,7,Mature,Good,212.2,144.4
London plane,Housing,15,8,Middle aged,Good,470.3,375.9
London plane,Highways,24,16,Mature,Fair,2998.2,1057
Sycamore,Parks,21,13,Mature,Good,1440.4,610
Giant Sequoia,Parks,20,6,Middle aged,Good,496.4,202.5
Apple - Crab,Highways,3,2,Juvenile,Good,3.7,10.7
Paper birch,Housing,9,6,Middle aged,Good,61.1,100.5
Tree of Heaven,Parks,20,15,Mature,Fair,1668,1145.8
Maple - Norway,Highways,11,8,Middle aged,Good,348.3,272.4
London plane,Housing,15,11,Mature,Good,2093.1,468.2
Lime - Common,Housing,18,8,Mature,Good,269.7,265
Birch - Himalayan,Highways,5,3,Juvenile,Good,8.4,23.6
Lime - Caucasian,Highways,14,7,Middle aged,Good,103.7,331.2
Lime - Common,Highways,14,7,Mature,Fair,1306.5,297.6
June berry,Highways,4,1,Juvenile,Good,1.4,2.6
Lime - Small-leaved,Highways,6,4,Middle aged,Good,17,60
Lime - Common,Highways,25,14,Mature,Good,755.4,811.7
London plane,Housing,20,7,Mature,Good,342.4,230.9
Apple - Crab,Highways,2,1.5,Juvenile,Good,1.4,6.1
Hawthorn - Common,Education,5,3,Middle aged,Fair,19.7,28.7
Willow - Weeping,Housing,12,9,Mature,Good,936.4,267
June Berry,Highways,6,4,Middle aged,Good,19.9,35
London plane,Highways,14,8,Mature,Fair,1237.1,357.1
False Acacia,Housing,18,7,Mature,Good,532.4,170.7
Maple - Norway,Parks,11,6,Middle aged,Good,100.5,169.3
Lime - Common,Housing,14,7,Mature,Fair,577.4,297.6
"Cherry - Wild, Gean",Housing,7,6,Mature,Fair,359.4,88.5
Birch - Himalayan,Highways,8,3,Middle aged,Good,33.1,27.3
Whitebeam,Highways,10,8,Mature,Good,264.8,199.5
London plane,Housing,24,21,Mature,Good,5591.9,1740.4
